Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat
34888,877019,076.7 055.0,20-1806SR-MX-174-0149-07670550-0125A-7,125,8.933,33.9099,2.899,26.279659999999996,44.48
34888,877020,076.7 055.0,20-1806SR-MX-174-0149-07670550-0140A-3,140,8.848,33.9437,2.634,26.31997,40.35
34888,877021,076.7 055.0,20-1806SR-MX-174-0149-07670550-0150A-7,150,8.681,33.9712,2.602,26.36781,39.71
34888,877022,076.7 055.0,20-1806SR-MX-174-0149-07670550-0170A-3,170,8.543,33.9868,2.445,26.401909999999997,37.2
34888,877023,076.7 055.0,20-1806SR-MX-174-0149-07670550-0200A-3,200,8.369,34.0197,2.199,26.455140000000004,33.33
34888,877024,076.7 055.0,20-1806SR-MX-174-0149-07670550-0230A-3,230,8.057,34.0419,2.05,26.5201,30.86
34888,877025,076.7 055.0,20-1806SR-MX-174-0149-07670550-0250A-7,250,7.833,34.0658,1.862,26.57228,27.89
34888,877026,076.7 055.0,20-1806SR-MX-174-0149-07670550-0270A-3,270,7.606,34.0752,1.656,26.61293,24.67
34888,877027,076.7 055.0,20-1806SR-MX-174-0149-07670550-0300A-7,300,7.327,34.1026,1.418,26.6747,20.99
34888,877028,076.7 055.0,20-1806SR-MX-174-0149-07670550-0320A-3,320,6.847,34.0682,1.425,26.713829999999998,20.86
34888,877029,076.7 055.0,20-1806SR-MX-174-0149-07670550-0380A-3,380,7.104,34.2332,0.583,26.810579999999998,8.59
34888,877030,076.7 055.0,20-1806SR-MX-174-0149-07670550-0400A-7,400,7.038,34.2349,0.547,26.821479999999998,8.05
34888,877031,076.7 055.0,20-1806SR-MX-174-0149-07670550-0441A-3,441,6.728,34.235,0.49,26.86433,7.16
34888,877032,076.7 055.0,20-1806SR-MX-174-0149-07670550-0500A-7,500,6.397,34.2634,0.399,26.93151,5.78
34888,877033,076.7 055.0,20-1806SR-MX-174-0149-07670550-0516A-3,516,6.322,34.2736,0.36,26.94959,5.21
34889,877034,076.7 060.0,20-1806SR-MX-173-2144-07670600-0000A-7,0,13.593,33.6354,6.437,25.21715,109.04
34889,877035,076.7 060.0,20-1806SR-MX-173-2144-07670600-0002A-3,2,13.593,33.6354,6.437,25.21726,109.04
34889,877036,076.7 060.0,20-1806SR-MX-173-2144-07670600-0010A-3,10,13.558,33.6362,6.409,25.22547,108.49
34889,877037,076.7 060.0,20-1806SR-MX-173-2144-07670600-0020A-3,20,13.455,33.6421,6.373,25.25151,107.65
34889,877038,076.7 060.0,20-1806SR-MX-173-2144-07670600-0030A-3,30,13.067,33.6521,6.201,25.33768,103.91
34889,877039,076.7 060.0,20-1806SR-MX-173-2144-07670600-0040A-3,40,12.038,33.6946,5.314,25.57059,87.16
34889,877040,076.7 060.0,20-1806SR-MX-173-2144-07670600-0050A-3,50,11.159,33.7386,4.466,25.76741,71.9
34889,877041,076.7 060.0,20-1806SR-MX-173-2144-07670600-0060A-3,60,10.788,33.7256,4.16,25.823829999999997,66.43
34889,877042,076.7 060.0,20-1806SR-MX-173-2144-07670600-0071A-3,71,10.2,33.7022,3.556,25.9079,56.05
34889,877043,076.7 060.0,20-1806SR-MX-173-2144-07670600-0075A-7,75,10.096,33.7088,3.536,25.93085,55.61
34889,877044,076.7 060.0,20-1806SR-MX-173-2144-07670600-0085A-3,85,9.973,33.7276,3.443,25.966639999999998,54.01
34889,877045,076.7 060.0,20-1806SR-MX-173-2144-07670600-0100A-7,100,9.485,33.8045,3.101,26.10797,48.14
34889,877046,076.7 060.0,20-1806SR-MX-173-2144-07670600-0101A-3,101,9.373,33.8029,3.063,26.12493,47.43
34889,877047,076.7 060.0,20-1806SR-MX-173-2144-07670600-0121A-3,121,9.196,33.8532,2.945,26.19345,45.44
34889,877048,076.7 060.0,20-1806SR-MX-173-2144-07670600-0125A-7,125,9.035,33.8971,2.871,26.25355,44.15
34889,877049,076.7 060.0,20-1806SR-MX-173-2144-07670600-0140A-3,140,8.913,33.9128,2.774,26.285590000000003,42.54
34889,877050,076.7 060.0,20-1806SR-MX-173-2144-07670600-0150A-7,150,8.772,33.9404,2.746,26.329559999999997,41.99
34889,877051,076.7 060.0,20-1806SR-MX-173-2144-07670600-0170A-3,170,8.642,33.9539,2.661,26.36092,40.57
34889,877052,076.7 060.0,20-1806SR-MX-173-2144-07670600-0200A-3,200,8.122,34.0287,2.124,26.499190000000002,32.02
34889,877053,076.7 060.0,20-1806SR-MX-173-2144-07670600-0230A-3,230,7.601,34.0683,1.713,26.60707,25.52
34889,877054,076.7 060.0,20-1806SR-MX-173-2144-07670600-0250A-7,250,7.366,34.0729,1.601,26.6445,23.72
34889,877055,076.7 060.0,20-1806SR-MX-173-2144-07670600-0270A-3,270,7.076,34.1024,1.267,26.708440000000003,18.65
34889,877056,076.7 060.0,20-1806SR-MX-173-2144-07670600-0300A-7,300,6.943,34.1523,0.976,26.766659999999998,14.33
34889,877057,076.7 060.0,20-1806SR-MX-173-2144-07670600-0320A-3,320,6.75,34.16,0.843,26.79918,12.32
34889,877058,076.7 060.0,20-1806SR-MX-173-2144-07670600-0380A-3,380,6.332,34.1736,0.671,26.86607,9.71
34889,877059,076.7 060.0,20-1806SR-MX-173-2144-07670600-0400A-7,400,6.197,34.1929,0.591,26.899009999999997,8.53
34889,877060,076.7 060.0,20-1806SR-MX-173-2144-07670600-0440A-3,440,5.962,34.2124,0.467,26.94483,6.7
34889,877061,076.7 060.0,20-1806SR-MX-173-2144-07670600-0500A-7,500,5.687,34.2406,0.373,27.002129999999998,5.32
34889,877062,076.7 060.0,20-1806SR-MX-173-2144-07670600-0515A-3,515,5.706,34.2579,0.326,27.01385,4.65
34890,877063,076.7 070.0,20-1806SR-PR-173-1632-07670700-0000A-7,0,14.338,33.5461,6.026,24.99362,103.6
34890,877064,076.7 070.0,20-1806SR-PR-173-1632-07670700-0002A-3,2,14.338,33.5461,6.026,24.99374,103.6
34890,877065,076.7 070.0,20-1806SR-PR-173-1632-07670700-0008A-3,8,14.33,33.5475,6.032,24.996879999999997,103.69
34890,877066,076.7 070.0,20-1806SR-PR-173-1632-07670700-0010A-3,10,14.337,33.5434,6.016,24.99236,103.42
34890,877067,076.7 070.0,20-1806SR-PR-173-1632-07670700-0011B-6,10,14.335,33.5489,,24.9971,
34890,877068,076.7 070.0,20-1806SR-PR-173-1632-07670700-0019A-3,19,14.334,33.547,6.002,24.99632,103.17
34890,877069,076.7 070.0,20-1806SR-PR-173-1632-07670700-0020A-7,20,14.336,33.5499,6.028,24.99819,103.63
34890,877070,076.7 070.0,20-1806SR-PR-173-1632-07670700-0027A-3,27,14.334,33.5509,6.028,24.99982,103.62
34890,877071,076.7 070.0,20-1806SR-PR-173-1632-07670700-0027B-6,27,14.334,33.5479,,24.9975,
34890,877072,076.7 070.0,20-1806SR-PR-173-1632-07670700-0030B-7,30,14.334,33.5499,6.022,24.999229999999997,103.52
34890,877073,076.7 070.0,20-1806SR-PR-173-1632-07670700-0035A-3,35,14.294,33.5523,6.028,25.00981,103.53
34890,877074,076.7 070.0,20-1806SR-PR-173-1632-07670700-0043A-3,43,12.729,33.5769,5.784,25.346729999999997,96.19
34890,877075,076.7 070.0,20-1806SR-PR-173-1632-07670700-0050A-7,50,12.282,33.5803,5.81,25.43605,95.72
34890,877076,076.7 070.0,20-1806SR-PR-173-1632-07670700-0052A-3,52,12.186,33.5867,5.565,25.4594,91.5
34890,877077,076.7 070.0,20-1806SR-PR-173-1632-07670700-0060A-3,60,11.958,33.6092,5.219,25.52032,85.4
34890,877078,076.7 070.0,20-1806SR-PR-173-1632-07670700-0070A-3,70,11.366,33.652,4.407,25.66346,71.23
34890,877079,076.7 070.0,20-1806SR-PR-173-1632-07670700-0075A-7,75,11.135,33.6802,4.309,25.72739,69.31
34890,877080,076.7 070.0,20-1806SR-PR-173-1632-07670700-0085A-3,85,10.53,33.6853,3.71,25.83859,58.9
34890,877081,076.7 070.0,20-1806SR-PR-173-1632-07670700-0100A-3,100,9.903,33.7882,3.265,26.02626,51.14
34890,877082,076.7 070.0,20-1806SR-PR-173-1632-07670700-0120A-3,120,9.523,33.8915,2.382,26.17053,37.03
34890,877083,076.7 070.0,20-1806SR-PR-173-1632-07670700-0125A-7,125,9.394,33.9086,2.416,26.205070000000003,37.45
34890,877084,076.7 070.0,20-1806SR-PR-173-1632-07670700-0140A-3,140,9.154,33.9485,2.257,26.275409999999997,34.81
34890,877085,076.7 070.0,20-1806SR-PR-173-1632-07670700-0150A-7,150,8.823,33.9431,2.568,26.32374,39.31
34890,877086,076.7 070.0,20-1806SR-PR-173-1632-07670700-0171A-3,171,8.477,34.0007,2.196,26.42292,33.37
34890,877087,076.7 070.0,20-1806SR-PR-173-1632-07670700-0200A-3,200,8.237,34.0178,2.167,26.47349,32.75
34890,877088,076.7 070.0,20-1806SR-PR-173-1632-07670700-0231A-3,231,7.975,34.0773,1.74,26.56001,26.15
34890,877089,076.7 070.0,20-1806SR-PR-173-1632-07670700-0250A-7,250,7.806,34.0915,1.626,26.5964,24.34
34890,877090,076.7 070.0,20-1806SR-PR-173-1632-07670700-0271A-3,271,7.51,34.0977,1.477,26.6443,21.96
34890,877091,076.7 070.0,20-1806SR-PR-173-1632-07670700-0300A-7,300,6.988,34.0783,1.398,26.702240000000003,20.53
34890,877092,076.7 070.0,20-1806SR-PR-173-1632-07670700-0321A-3,321,6.799,34.1012,1.115,26.7463,16.31
34890,877093,076.7 070.0,20-1806SR-PR-173-1632-07670700-0380A-3,380,6.37,34.1338,0.799,26.829759999999997,11.57
34890,877094,076.7 070.0,20-1806SR-PR-173-1632-07670700-0400A-7,400,6.291,34.1526,0.737,26.855209999999996,10.65
34890,877095,076.7 070.0,20-1806SR-PR-173-1632-07670700-0440A-3,440,5.959,34.1747,0.579,26.915390000000002,8.3
34890,877096,076.7 070.0,20-1806SR-PR-173-1632-07670700-0500A-7,500,5.682,34.2382,0.375,27.000840000000004,5.34
34890,877097,076.7 070.0,20-1806SR-PR-173-1632-07670700-0516A-3,516,5.641,34.2617,0.326,27.024720000000002,4.64
34891,877098,076.7 080.0,20-1806SR-MX-173-0915-07670800-0000A-7,0,14.286,33.3534,6.003,24.855829999999997,102.97
34891,877099,076.7 080.0,20-1806SR-MX-173-0915-07670800-0003A-3,3,14.286,33.3534,6.003,24.85601,102.97
34891,877100,076.7 080.0,20-1806SR-MX-173-0915-07670800-0010A-7,10,14.286,33.3587,5.99,24.860529999999997,102.75
34891,877101,076.7 080.0,20-1806SR-MX-173-0915-07670800-0011A-3,11,14.284,33.357,6.002,24.85969,102.95
34891,877102,076.7 080.0,20-1806SR-MX-173-0915-07670800-0020A-7,20,14.267,33.3655,5.996,24.87037,102.81
34891,877103,076.7 080.0,20-1806SR-MX-173-0915-07670800-0021A-3,21,14.269,33.3613,6.019,24.866770000000002,103.21
34891,877104,076.7 080.0,20-1806SR-MX-173-0915-07670800-0030A-3,30,14.159,33.3837,6.009,24.90762,102.82
34891,877105,076.7 080.0,20-1806SR-MX-173-0915-07670800-0041A-3,41,13.214,33.3875,5.689,25.10415,95.46
34891,877106,076.7 080.0,20-1806SR-MX-173-0915-07670800-0050A-3,50,12.577,33.3842,5.583,25.22727,92.44
34891,877107,076.7 080.0,20-1806SR-MX-173-0915-07670800-0061A-3,61,11.483,33.3967,5.087,25.4432,82.3
34891,877108,076.7 080.0,20-1806SR-MX-173-0915-07670800-0071A-3,71,11.595,33.5556,4.839,25.54666,78.55
34891,877109,076.7 080.0,20-1806SR-MX-173-0915-07670800-0075A-7,75,11.444,33.6269,4.572,25.62996,74.0
34891,877110,076.7 080.0,20-1806SR-MX-173-0915-07670800-0086A-3,86,10.854,33.6772,3.888,25.77559,62.15
34891,877111,076.7 080.0,20-1806SR-MX-173-0915-07670800-0100A-3,100,10.525,33.7395,3.56,25.88233,56.53
34891,877112,076.7 080.0,20-1806SR-MX-173-0915-07670800-0121A-3,121,9.641,33.8115,2.885,26.08869,44.94
34891,877113,076.7 080.0,20-1806SR-MX-173-0915-07670800-0125A-7,125,9.619,33.8202,2.868,26.09925,44.66
34891,877114,076.7 080.0,20-1806SR-MX-173-0915-07670800-0140A-3,140,9.237,33.8651,2.723,26.19687,42.05
34891,877115,076.7 080.0,20-1806SR-MX-173-0915-07670800-0150A-7,150,9.056,33.8986,3.545,26.252270000000003,54.54
34891,877116,076.7 080.0,20-1806SR-MX-173-0915-07670800-0171A-3,171,8.774,33.9616,3.709,26.34657,56.72
34891,877117,076.7 080.0,20-1806SR-MX-173-0915-07670800-0200A-3,200,8.274,33.968,3.384,26.428859999999997,51.17
34891,877118,076.7 080.0,20-1806SR-MX-173-0915-07670800-0230A-3,230,7.915,33.9704,2.869,26.484779999999997,43.03
34891,877119,076.7 080.0,20-1806SR-MX-173-0915-07670800-0250A-7,250,7.606,34.0003,2.332,26.55345,34.73
34891,877120,076.7 080.0,20-1806SR-MX-173-0915-07670800-0270A-3,270,7.224,34.0039,2.242,26.610490000000002,33.1
34891,877121,076.7 080.0,20-1806SR-MX-173-0915-07670800-0300A-7,300,6.986,34.0176,1.986,26.65468,29.16
34891,877122,076.7 080.0,20-1806SR-MX-173-0915-07670800-0320A-3,320,6.76,34.0221,1.732,26.6891,25.3
34891,877123,076.7 080.0,20-1806SR-MX-173-0915-07670800-0380A-3,380,6.347,34.0756,1.177,26.786759999999997,17.03
34891,877124,076.7 080.0,20-1806SR-MX-173-0915-07670800-0400A-7,400,6.216,34.0965,1.03,26.82045,14.86
34891,877125,076.7 080.0,20-1806SR-MX-173-0915-07670800-0438A-3,438,5.935,34.1169,0.798,26.872609999999998,11.43
34891,877126,076.7 080.0,20-1806SR-MX-173-0915-07670800-0500A-7,500,5.569,34.1841,0.487,26.97158,6.92
34891,877127,076.7 080.0,20-1806SR-MX-173-0915-07670800-0517A-3,517,5.471,34.2023,0.415,26.99798,5.88
34892,877128,076.7 090.0,20-1806SR-MX-173-0300-07670900-0000A-7,0,15.611,33.3425,5.774,24.56096,101.72
34892,877129,076.7 090.0,20-1806SR-MX-173-0300-07670900-0002A-3,2,15.611,33.3425,5.774,24.5611,101.72
34892,877130,076.7 090.0,20-1806SR-MX-173-0300-07670900-0010A-3,10,15.613,33.341,5.786,24.56005,101.93
34892,877131,076.7 090.0,20-1806SR-MX-173-0300-07670900-0020A-7,20,15.618,33.3413,5.806,24.55985,102.29
34892,877132,076.7 090.0,20-1806SR-MX-173-0300-07670900-0025A-3,25,15.618,33.3387,5.791,24.55819,102.03
34892,877133,076.7 090.0,20-1806SR-MX-173-0300-07670900-0030A-7,30,15.618,33.3413,5.789,24.56054,101.99
34892,877134,076.7 090.0,20-1806SR-MX-173-0300-07670900-0040A-3,40,15.541,33.3409,5.792,24.57799,101.88
34892,877135,076.7 090.0,20-1806SR-MX-173-0300-07670900-0050A-3,50,15.377,33.3392,5.819,24.61355,102.02
34892,877136,076.7 090.0,20-1806SR-MX-173-0300-07670900-0062A-3,62,14.396,33.3018,5.981,24.79666,102.77
34892,877137,076.7 090.0,20-1806SR-MX-173-0300-07670900-0075A-3,75,13.903,33.3347,5.986,24.92553,101.85
34892,877138,076.7 090.0,20-1806SR-MX-173-0300-07670900-0087A-3,87,14.019,33.5202,5.868,25.04557,100.18
34892,877139,076.7 090.0,20-1806SR-MX-173-0300-07670900-0100A-3,100,13.459,33.6437,5.588,25.25646,94.38
34892,877140,076.7 090.0,20-1806SR-MX-173-0300-07670900-0112A-3,112,12.337,33.5744,5.384,25.42408,88.77
34892,877141,076.7 090.0,20-1806SR-MX-173-0300-07670900-0124A-3,124,11.498,33.4848,5.2,25.51185,84.18
34892,877142,076.7 090.0,20-1806SR-MX-173-0300-07670900-0125A-7,125,11.401,33.5103,5.091,25.54939,82.26
34892,877143,076.7 090.0,20-1806SR-MX-173-0300-07670900-0140A-3,140,10.277,33.5061,4.976,25.74455,78.46
34892,877144,076.7 090.0,20-1806SR-MX-173-0300-07670900-0150A-7,150,9.875,33.4862,4.853,25.79697,75.83
34892,877145,076.7 090.0,20-1806SR-MX-173-0300-07670900-0170A-3,170,9.709,33.7829,3.918,26.05698,61.11
34892,877146,076.7 090.0,20-1806SR-MX-173-0300-07670900-0200A-3,200,9.15,33.9222,3.765,26.257559999999998,58.05
34892,877147,076.7 090.0,20-1806SR-MX-173-0300-07670900-0230A-3,230,8.472,33.9606,3.363,26.39412,51.07
34892,877148,076.7 090.0,20-1806SR-MX-173-0300-07670900-0250A-7,250,8.247,33.9657,3.318,26.43266,50.13
34892,877149,076.7 090.0,20-1806SR-MX-173-0300-07670900-0270A-3,270,7.864,33.9775,2.78,26.49897,41.64
34892,877150,076.7 090.0,20-1806SR-MX-173-0300-07670900-0300A-7,300,7.683,34.0484,1.893,26.5817,28.25
34892,877151,076.7 090.0,20-1806SR-MX-173-0300-07670900-0320A-3,320,7.329,34.0464,1.722,26.63073,25.49
34892,877152,076.7 090.0,20-1806SR-MX-173-0300-07670900-0380A-3,380,6.398,34.0486,1.364,26.758879999999998,19.75
34892,877153,076.7 090.0,20-1806SR-MX-173-0300-07670900-0400A-7,400,6.304,34.0913,1.046,26.80514,15.12
34892,877154,076.7 090.0,20-1806SR-MX-173-0300-07670900-0441A-3,441,5.925,34.1123,0.805,26.870279999999998,11.53
34892,877155,076.7 090.0,20-1806SR-MX-173-0300-07670900-0500A-7,500,5.519,34.1672,0.545,26.96415,7.73
34892,877156,076.7 090.0,20-1806SR-MX-173-0300-07670900-0516A-3,516,5.334,34.1605,0.517,26.980929999999997,7.3
34893,877157,076.7 100.0,20-1806SR-PR-172-2047-07671000-0000A-7,0,15.844,33.3907,5.753,24.54598,101.86
34893,877158,076.7 100.0,20-1806SR-PR-172-2047-07671000-0002A-3,2,15.844,33.3907,5.753,24.546120000000002,101.85
34893,877159,076.7 100.0,20-1806SR-PR-172-2047-07671000-0010A-3,10,15.843,33.3943,5.771,24.549670000000003,102.17
34893,877160,076.7 100.0,20-1806SR-PR-172-2047-07671000-0015A-3,15,15.851,33.3926,5.761,24.54692,102.01
34893,877161,076.7 100.0,20-1806SR-PR-172-2047-07671000-0018A-3,18,15.815,33.3993,5.761,24.56035,101.94
34893,877162,076.7 100.0,20-1806SR-PR-172-2047-07671000-0020A-7,20,15.817,33.3919,5.768,24.55435,102.06
34893,877163,076.7 100.0,20-1806SR-PR-172-2047-07671000-0030A-7,30,15.786,33.392,5.778,24.562070000000002,102.17
34893,877164,076.7 100.0,20-1806SR-PR-172-2047-07671000-0034A-3,34,15.769,33.3936,5.767,24.56738,101.94
34893,877165,076.7 100.0,20-1806SR-PR-172-2047-07671000-0043A-3,43,15.645,33.4036,5.788,24.603360000000002,102.06
34893,877166,076.7 100.0,20-1806SR-PR-172-2047-07671000-0050A-7,50,15.592,33.3978,5.785,24.61116,101.9
34893,877167,076.7 100.0,20-1806SR-PR-172-2047-07671000-0052A-3,52,15.554,33.4004,5.797,24.62172,102.03
34893,877168,076.7 100.0,20-1806SR-PR-172-2047-07671000-0061A-3,61,14.935,33.4241,5.899,24.77597,102.56
34893,877169,076.7 100.0,20-1806SR-PR-172-2047-07671000-0068A-3,68,14.297,33.4271,5.975,24.91455,102.54
34893,877170,076.7 100.0,20-1806SR-PR-172-2047-07671000-0075A-3,75,13.103,33.4174,5.748,25.15125,96.24
34893,877171,076.7 100.0,20-1806SR-PR-172-2047-07671000-0075B-6,75,13.103,33.4159,,25.1501,
34893,877172,076.7 100.0,20-1806SR-PR-172-2047-07671000-0085A-3,85,12.514,33.4262,5.428,25.273789999999998,89.77
34893,877173,076.7 100.0,20-1806SR-PR-172-2047-07671000-0095A-3,95,12.044,33.434,5.157,25.36982,84.44
34893,877174,076.7 100.0,20-1806SR-PR-172-2047-07671000-0100A-7,100,11.762,33.454,4.973,25.438229999999997,80.95
34893,877175,076.7 100.0,20-1806SR-PR-172-2047-07671000-0110A-3,110,11.07,33.469,4.58,25.57617,73.46
34893,877176,076.7 100.0,20-1806SR-PR-172-2047-07671000-0125A-3,125,10.189,33.5818,3.869,25.81796,60.92
34893,877177,076.7 100.0,20-1806SR-PR-172-2047-07671000-0145A-3,145,9.659,33.721,3.525,26.01589,54.9
34893,877178,076.7 100.0,20-1806SR-PR-172-2047-07671000-0150A-7,150,9.657,33.7291,3.527,26.02274,54.93
34893,877179,076.7 100.0,20-1806SR-PR-172-2047-07671000-0171A-3,171,9.185,33.8482,3.094,26.19305,47.72
34893,877180,076.7 100.0,20-1806SR-PR-172-2047-07671000-0200A-7,200,8.841,33.9355,2.825,26.31666,43.26
34893,877181,076.7 100.0,20-1806SR-PR-172-2047-07671000-0201A-3,201,8.749,33.9402,2.75,26.334670000000003,42.03
34893,877182,076.7 100.0,20-1806SR-PR-172-2047-07671000-0231A-3,231,8.321,33.9845,2.65,26.43573,40.11
34893,877183,076.7 100.0,20-1806SR-PR-172-2047-07671000-0250A-7,250,8.187,33.9963,2.551,26.465629999999997,38.5
34893,877184,076.7 100.0,20-1806SR-PR-172-2047-07671000-0270A-3,270,7.841,34.0038,2.47,26.52298,36.98
34893,877185,076.7 100.0,20-1806SR-PR-172-2047-07671000-0300A-7,300,7.415,34.0098,2.252,26.58935,33.39
34893,877186,076.7 100.0,20-1806SR-PR-172-2047-07671000-0321A-3,321,7.134,34.024,1.893,26.64009,27.89
34893,877187,076.7 100.0,20-1806SR-PR-172-2047-07671000-0380A-3,380,6.571,34.0731,1.297,26.75576,18.86
34893,877188,076.7 100.0,20-1806SR-PR-172-2047-07671000-0400A-7,400,6.482,34.1003,1.109,26.789309999999997,16.1
34893,877189,076.7 100.0,20-1806SR-PR-172-2047-07671000-0441A-3,441,6.024,34.1188,0.828,26.86314,11.89
34893,877190,076.7 100.0,20-1806SR-PR-172-2047-07671000-0500A-7,500,5.551,34.1491,0.619,26.946009999999998,8.79
34893,877191,076.7 100.0,20-1806SR-PR-172-2047-07671000-0516A-3,516,5.496,34.1626,0.549,26.963559999999998,7.79
34894,877192,080.0 050.5,20-1806SR-MX-174-1511-08000505-0000A-7,0,15.451,33.6985,5.516,24.87046,97.08
34894,877193,080.0 050.5,20-1806SR-MX-174-1511-08000505-0002A-3,2,15.451,33.6985,5.516,24.87059,97.08
34894,877194,080.0 050.5,20-1806SR-MX-174-1511-08000505-0005A-3,5,14.972,33.6946,5.436,24.97281,94.75
34894,877195,080.0 050.5,20-1806SR-MX-174-1511-08000505-0010A-3,10,14.337,33.6939,5.159,25.108520000000002,88.77
34894,877196,080.0 050.5,20-1806SR-MX-174-1511-08000505-0010B-6,9,14.337,33.6925,,25.1074,
34894,877197,080.0 050.5,20-1806SR-MX-174-1511-08000505-0015A-3,15,13.725,33.6892,4.951,25.23259,84.12
34895,877198,080.0 051.0,20-1806SR-MX-174-1335-08000510-0000A-7,0,17.211,33.6966,6.27,24.46511,114.24
34895,877199,080.0 051.0,20-1806SR-MX-174-1335-08000510-0002A-3,2,17.211,33.6966,6.27,24.46527,114.24
34895,877200,080.0 051.0,20-1806SR-MX-174-1335-08000510-0005A-3,5,15.724,33.6855,6.351,24.79999,112.37
34895,877201,080.0 051.0,20-1806SR-MX-174-1335-08000510-0010A-3,10,13.168,33.6674,4.669,25.3283,78.41
34895,877202,080.0 051.0,20-1806SR-MX-174-1335-08000510-0010B-6,10,13.168,33.6644,,25.326,
34895,877203,080.0 051.0,20-1806SR-MX-174-1335-08000510-0020A-3,20,12.624,33.6609,4.232,25.4311,70.27
34895,877204,080.0 051.0,20-1806SR-MX-174-1335-08000510-0030A-3,30,12.569,33.6571,4.249,25.43936,70.46
34895,877205,080.0 051.0,20-1806SR-MX-174-1335-08000510-0040A-3,40,10.934,33.6665,3.174,25.7511,50.83
34895,877206,080.0 051.0,20-1806SR-MX-174-1335-08000510-0050A-3,50,10.315,33.7418,2.89,25.91831,45.68
34895,877207,080.0 051.0,20-1806SR-MX-174-1335-08000510-0060A-3,60,10.099,33.7809,2.756,25.98603,43.37
34895,877208,080.0 051.0,20-1806SR-MX-174-1335-08000510-0068A-3,68,10.094,33.7782,2.75,25.98509,43.27
34896,877209,080.0 055.0,20-1806SR-MX-171-0831-08000550-0000A-7,0,12.874,33.6795,5.963,25.39651,99.54
34896,877210,080.0 055.0,20-1806SR-MX-171-0831-08000550-0003A-3,3,12.874,33.6795,5.963,25.39566,99.54
34896,877211,080.0 055.0,20-1806SR-MX-171-0831-08000550-0010A-3,10,12.874,33.6799,5.892,25.39634,98.36
34896,877212,080.0 055.0,20-1806SR-MX-171-0831-08000550-0010B-6,10,12.874,33.6766,,25.3938,
34896,877213,080.0 055.0,20-1806SR-MX-171-0831-08000550-0010C-6,10,12.874,33.6782,,25.395,
34896,877214,080.0 055.0,20-1806SR-MX-171-0831-08000550-0015A-3,15,12.873,33.686,5.918,25.401529999999998,98.79
34896,877215,080.0 055.0,20-1806SR-MX-171-0831-08000550-0020A-3,20,12.875,33.6811,5.889,25.3976,98.31
34896,877216,080.0 055.0,20-1806SR-MX-171-0831-08000550-0030A-3,30,12.777,33.7097,5.841,25.43956,97.31
34896,877217,080.0 055.0,20-1806SR-MX-171-0831-08000550-0041A-3,41,11.024,33.7859,3.455,25.82806,55.48
34896,877218,080.0 055.0,20-1806SR-MX-171-0831-08000550-0050A-7,50,10.514,33.7573,2.931,25.896060000000002,46.54
34896,877219,080.0 055.0,20-1806SR-MX-171-0831-08000550-0051A-3,51,10.514,33.7589,2.936,25.89734,46.62
34896,877220,080.0 055.0,20-1806SR-MX-171-0831-08000550-0061A-3,61,10.144,33.8043,2.66,25.9967,41.91
34896,877221,080.0 055.0,20-1806SR-MX-171-0831-08000550-0070A-3,70,10.041,33.8469,2.632,26.04775,41.38
34896,877222,080.0 055.0,20-1806SR-MX-171-0831-08000550-0075A-7,75,9.883,33.8667,2.474,26.08996,38.77
34896,877223,080.0 055.0,20-1806SR-MX-171-0831-08000550-0085A-3,85,9.719,33.8976,2.249,26.14177,35.12
34896,877224,080.0 055.0,20-1806SR-MX-171-0831-08000550-0100A-7,100,9.705,33.9166,2.244,26.159489999999998,35.03
34896,877225,080.0 055.0,20-1806SR-MX-171-0831-08000550-0101A-3,101,9.698,33.9119,2.24,26.157020000000003,34.96
34896,877226,080.0 055.0,20-1806SR-MX-171-0831-08000550-0120A-3,120,9.554,33.961,2.157,26.2198,33.57
34896,877227,080.0 055.0,20-1806SR-MX-171-0831-08000550-0125A-7,125,9.429,33.9955,2.019,26.267359999999996,31.34
34896,877228,080.0 055.0,20-1806SR-MX-171-0831-08000550-0140A-3,140,9.132,34.0575,1.646,26.364240000000002,25.39
34896,877229,080.0 055.0,20-1806SR-MX-171-0831-08000550-0150A-7,150,9.027,34.0895,1.534,26.406340000000004,23.61
34896,877230,080.0 055.0,20-1806SR-MX-171-0831-08000550-0170A-3,170,8.918,34.1078,1.442,26.438570000000002,22.15
34896,877231,080.0 055.0,20-1806SR-MX-171-0831-08000550-0200A-3,200,8.863,34.1482,1.459,26.479870000000002,22.38
34896,877232,080.0 055.0,20-1806SR-MX-171-0831-08000550-0230A-3,230,8.716,34.1693,1.356,26.520329999999998,20.73
34896,877233,080.0 055.0,20-1806SR-MX-171-0831-08000550-0250A-7,250,8.62,34.181,1.307,26.545,19.94
34896,877234,080.0 055.0,20-1806SR-MX-171-0831-08000550-0270A-3,270,8.448,34.192,1.208,26.58059,18.36
34896,877235,080.0 055.0,20-1806SR-MX-171-0831-08000550-0300A-7,300,8.282,34.2056,1.101,26.617309999999996,16.67
34896,877236,080.0 055.0,20-1806SR-MX-171-0831-08000550-0320A-3,320,8.101,34.2085,0.993,26.647209999999998,14.98
34896,877237,080.0 055.0,20-1806SR-MX-171-0831-08000550-0380A-3,380,7.469,34.2406,0.703,26.765629999999998,10.45
