Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat
34964,879085,076.7 090.0,20-1810SR-MX-300-0325-07670900-0002A-3,2,17.872,33.3107,5.495,24.01099,101.17
34964,879086,076.7 090.0,20-1810SR-MX-300-0325-07670900-0010A-3,10,17.87,33.3111,5.509,24.012439999999998,101.42
34964,879087,076.7 090.0,20-1810SR-MX-300-0325-07670900-0020A-3,20,17.653,33.2911,5.526,24.05034,101.3
34964,879088,076.7 090.0,20-1810SR-MX-300-0325-07670900-0030A-3,30,16.291,33.2265,5.791,24.320729999999998,103.33
34964,879089,076.7 090.0,20-1810SR-MX-300-0325-07670900-0040A-3,40,15.672,33.2734,5.912,24.49697,104.22
34964,879090,076.7 090.0,20-1810SR-MX-300-0325-07670900-0050A-3,50,14.547,33.2236,6.016,24.70368,103.65
34964,879091,076.7 090.0,20-1810SR-MX-300-0325-07670900-0060A-3,60,13.024,33.1053,6.138,24.924429999999997,102.4
34964,879092,076.7 090.0,20-1810SR-MX-300-0325-07670900-0070A-3,70,12.641,33.1094,6.273,25.00292,103.82
34964,879093,076.7 090.0,20-1810SR-MX-300-0325-07670900-0075A-7,75,12.686,33.1908,5.975,25.05755,99.03
34964,879094,076.7 090.0,20-1810SR-MX-300-0325-07670900-0084A-3,84,12.591,33.3195,5.619,25.17616,93.01
34964,879095,076.7 090.0,20-1810SR-MX-300-0325-07670900-0100A-3,100,10.649,33.2704,5.328,25.495179999999998,84.58
34964,879096,076.7 090.0,20-1810SR-MX-300-0325-07670900-0120A-3,120,9.407,33.3705,5.061,25.78196,78.21
34964,879097,076.7 090.0,20-1810SR-MX-300-0325-07670900-0125A-7,125,9.324,33.4285,5.046,25.84083,77.87
34964,879098,076.7 090.0,20-1810SR-MX-300-0325-07670900-0140A-3,140,9.395,33.7007,3.94,26.042839999999998,61.0
34964,879099,076.7 090.0,20-1810SR-MX-300-0325-07670900-0150A-7,150,9.274,33.7931,3.48,26.13495,53.76
34964,879100,076.7 090.0,20-1810SR-MX-300-0325-07670900-0170A-3,170,8.949,33.9131,2.96,26.281190000000002,45.43
34964,879101,076.7 090.0,20-1810SR-MX-300-0325-07670900-0200A-3,200,8.539,33.9744,2.613,26.39377,39.75
34964,879102,076.7 090.0,20-1810SR-MX-300-0325-07670900-0230A-3,230,8.228,34.0143,2.175,26.473029999999998,32.86
34964,879103,076.7 090.0,20-1810SR-MX-300-0325-07670900-0250A-7,250,8.093,34.0254,2.073,26.50243,31.22
34964,879104,076.7 090.0,20-1810SR-MX-300-0325-07670900-0271A-3,271,7.728,34.0298,2.121,26.55977,31.68
34964,879105,076.7 090.0,20-1810SR-MX-300-0325-07670900-0300A-7,300,7.377,34.0712,1.492,26.643,22.11
34964,879106,076.7 090.0,20-1810SR-MX-300-0325-07670900-0320A-3,320,6.926,34.0611,1.49,26.6976,21.85
34964,879107,076.7 090.0,20-1810SR-MX-300-0325-07670900-0380A-3,380,6.575,34.1366,0.864,26.80534,12.57
34964,879108,076.7 090.0,20-1810SR-MX-300-0325-07670900-0400A-7,400,6.386,34.1248,0.86,26.821070000000002,12.46
34964,879109,076.7 090.0,20-1810SR-MX-300-0325-07670900-0440A-3,440,5.852,34.1084,0.828,26.87615,11.84
34964,879110,076.7 090.0,20-1810SR-MX-300-0325-07670900-0500A-7,500,5.532,34.1807,0.51,26.973290000000002,7.24
34964,879111,076.7 090.0,20-1810SR-MX-300-0325-07670900-0515A-3,515,5.369,34.1801,0.489,26.99235,6.91
34965,879112,076.7 100.0,20-1810SR-MX-299-2132-07671000-0000A-7,0,17.969,33.2939,5.527,23.97439,101.94
34965,879113,076.7 100.0,20-1810SR-MX-299-2132-07671000-0003A-3,3,17.969,33.2939,5.527,23.97464,101.94
34965,879114,076.7 100.0,20-1810SR-MX-299-2132-07671000-0010A-7,10,17.97,33.2937,5.478,23.974829999999997,101.04
34965,879115,076.7 100.0,20-1810SR-MX-299-2132-07671000-0011A-3,11,17.969,33.2919,5.492,23.973779999999998,101.29
34965,879116,076.7 100.0,20-1810SR-MX-299-2132-07671000-0020A-7,20,17.971,33.2943,5.47,23.97587,100.89
34965,879117,076.7 100.0,20-1810SR-MX-299-2132-07671000-0026A-3,26,17.979,33.3036,5.468,23.98154,100.87
34965,879118,076.7 100.0,20-1810SR-MX-299-2132-07671000-0030A-7,30,17.997,33.3158,5.473,23.986829999999998,101.0
34965,879119,076.7 100.0,20-1810SR-MX-299-2132-07671000-0040A-3,40,18.091,33.3581,5.449,23.99711,100.76
34965,879120,076.7 100.0,20-1810SR-MX-299-2132-07671000-0050A-7,50,17.124,33.2936,5.721,24.18057,103.79
34965,879121,076.7 100.0,20-1810SR-MX-299-2132-07671000-0051A-3,51,17.19,33.2939,5.719,24.16531,103.91
34965,879122,076.7 100.0,20-1810SR-MX-299-2132-07671000-0062A-3,62,17.174,33.6321,5.819,24.429289999999998,105.89
34965,879123,076.7 100.0,20-1810SR-MX-299-2132-07671000-0075A-3,75,15.798,33.5436,5.892,24.679129999999997,104.29
34965,879124,076.7 100.0,20-1810SR-MX-299-2132-07671000-0088A-3,88,14.903,33.5083,5.906,24.849520000000002,102.66
34965,879125,076.7 100.0,20-1810SR-MX-299-2132-07671000-0100A-3,100,14.378,33.5554,5.747,24.99851,98.86
34965,879126,076.7 100.0,20-1810SR-MX-299-2132-07671000-0112A-3,112,13.949,33.6282,5.565,25.145,94.93
34965,879127,076.7 100.0,20-1810SR-MX-299-2132-07671000-0125A-3,125,12.738,33.5913,5.425,25.36044,90.22
34965,879128,076.7 100.0,20-1810SR-MX-299-2132-07671000-0140A-3,140,11.453,33.5689,5.28,25.58619,85.43
34965,879129,076.7 100.0,20-1810SR-MX-299-2132-07671000-0150A-7,150,10.749,33.5643,5.128,25.70884,81.72
34965,879130,076.7 100.0,20-1810SR-MX-299-2132-07671000-0170A-3,170,10.03,33.6865,3.691,25.928279999999997,57.95
34965,879131,076.7 100.0,20-1810SR-MX-299-2132-07671000-0200A-3,200,9.259,33.8758,3.798,26.20385,58.68
34965,879132,076.7 100.0,20-1810SR-MX-299-2132-07671000-0231A-3,231,8.745,33.9666,3.748,26.356990000000003,57.27
34965,879133,076.7 100.0,20-1810SR-MX-299-2132-07671000-0250A-7,250,8.474,33.9694,3.553,26.401359999999997,53.96
34965,879134,076.7 100.0,20-1810SR-MX-299-2132-07671000-0271A-3,271,8.028,33.9799,3.003,26.47692,45.15
34965,879135,076.7 100.0,20-1810SR-MX-299-2132-07671000-0300A-7,300,7.628,33.9971,2.657,26.549229999999998,39.59
34965,879136,076.7 100.0,20-1810SR-MX-299-2132-07671000-0320A-3,320,7.438,34.0036,2.403,26.5818,35.65
34965,879137,076.7 100.0,20-1810SR-MX-299-2132-07671000-0380A-3,380,6.606,34.0375,1.651,26.72308,24.02
34965,879138,076.7 100.0,20-1810SR-MX-299-2132-07671000-0400A-7,400,6.417,34.0545,1.43,26.761570000000003,20.72
34965,879139,076.7 100.0,20-1810SR-MX-299-2132-07671000-0440A-3,440,6.196,34.1174,0.863,26.84042,12.44
34965,879140,076.7 100.0,20-1810SR-MX-299-2132-07671000-0500A-7,500,5.811,34.1576,0.622,26.9214,8.89
34965,879141,076.7 100.0,20-1810SR-MX-299-2132-07671000-0516A-3,516,5.643,34.1568,0.583,26.94145,8.3
34966,879142,080.0 050.5,20-1810SR-MX-301-1440-08000505-0000A-7,0,16.948,33.6163,5.698,24.465629999999997,103.24
34966,879143,080.0 050.5,20-1810SR-MX-301-1440-08000505-0002A-3,2,16.948,33.6163,5.698,24.46578,103.24
34966,879144,080.0 050.5,20-1810SR-MX-301-1440-08000505-0005A-3,5,16.657,33.6136,5.636,24.53191,101.53
34966,879145,080.0 050.5,20-1810SR-MX-301-1440-08000505-0010A-3,10,16.065,33.5963,5.566,24.654889999999998,99.1
34966,879146,080.0 050.5,20-1810SR-MX-301-1440-08000505-0010B-6,9,16.065,33.5931,,24.6524,
34966,879147,080.0 050.5,20-1810SR-MX-301-1440-08000505-0015A-3,15,15.4,33.5727,5.482,24.7859,96.3
34967,879148,080.0 051.0,20-1810SR-MX-301-1259-08000510-0000A-7,0,18.177,33.6536,5.79,24.19878,107.45
34967,879149,080.0 051.0,20-1810SR-MX-301-1259-08000510-0002A-3,2,18.177,33.6536,5.79,24.19895,107.45
34967,879150,080.0 051.0,20-1810SR-MX-301-1259-08000510-0005A-3,5,18.133,33.6495,5.795,24.206870000000002,107.45
34967,879151,080.0 051.0,20-1810SR-MX-301-1259-08000510-0009B-6,9,17.794,33.6266,,24.2724,
34967,879152,080.0 051.0,20-1810SR-MX-301-1259-08000510-0010A-3,10,17.634,33.6247,5.795,24.309639999999998,106.41
34967,879153,080.0 051.0,20-1810SR-MX-301-1259-08000510-0020A-3,20,14.756,33.5175,5.461,24.88387,94.66
34967,879154,080.0 051.0,20-1810SR-MX-301-1259-08000510-0030A-3,30,13.94,33.5011,5.342,25.0438,91.06
34967,879155,080.0 051.0,20-1810SR-MX-301-1259-08000510-0040A-3,40,12.895,33.5121,4.862,25.26381,81.11
34967,879156,080.0 051.0,20-1810SR-MX-301-1259-08000510-0050A-3,50,12.767,33.5259,4.672,25.30015,77.73
34967,879157,080.0 051.0,20-1810SR-MX-301-1259-08000510-0060A-3,60,12.585,33.5342,4.602,25.34252,76.28
34967,879158,080.0 051.0,20-1810SR-MX-301-1259-08000510-0070A-3,70,12.414,33.5438,4.438,25.38346,73.3
34968,879159,080.0 055.0,20-1810SR-MX-298-0937-08000550-0000A-7,0,16.078,33.605,5.645,24.65791,100.54
34968,879160,080.0 055.0,20-1810SR-MX-298-0937-08000550-0003A-3,3,16.078,33.605,5.645,24.65812,100.54
34968,879161,080.0 055.0,20-1810SR-MX-298-0937-08000550-0010A-3,10,16.056,33.6042,5.648,24.663,100.54
34968,879162,080.0 055.0,20-1810SR-MX-298-0937-08000550-0010B-6,9,16.056,33.604,,24.6628,
34968,879163,080.0 055.0,20-1810SR-MX-298-0937-08000550-0010C-6,9,16.056,33.6058,,24.6642,
34968,879164,080.0 055.0,20-1810SR-MX-298-0937-08000550-0015A-3,15,16.039,33.6046,5.611,24.66752,99.85
34968,879165,080.0 055.0,20-1810SR-MX-298-0937-08000550-0020A-3,20,16.017,33.6042,5.637,24.67255,100.27
34968,879166,080.0 055.0,20-1810SR-MX-298-0937-08000550-0030A-3,30,14.902,33.5604,5.38,24.88615,93.55
34968,879167,080.0 055.0,20-1810SR-MX-298-0937-08000550-0040A-3,40,12.565,33.5158,4.687,25.3311,77.65
34968,879168,080.0 055.0,20-1810SR-MX-298-0937-08000550-0050A-3,50,12.312,33.5382,4.517,25.397660000000002,74.44
34968,879169,080.0 055.0,20-1810SR-MX-298-0937-08000550-0060A-3,60,11.983,33.572,4.225,25.486729999999998,69.16
34968,879170,080.0 055.0,20-1810SR-MX-298-0937-08000550-0070A-3,70,11.193,33.6184,3.85,25.66864,61.98
34968,879171,080.0 055.0,20-1810SR-MX-298-0937-08000550-0075A-7,75,11.07,33.6192,3.809,25.69156,61.16
34968,879172,080.0 055.0,20-1810SR-MX-298-0937-08000550-0085A-3,85,10.387,33.7029,3.341,25.877010000000002,52.88
34968,879173,080.0 055.0,20-1810SR-MX-298-0937-08000550-0100A-3,100,9.905,33.7968,2.977,26.03264,46.65
34968,879174,080.0 055.0,20-1810SR-MX-298-0937-08000550-0120A-3,120,9.626,33.8602,2.729,26.129179999999998,42.51
34968,879175,080.0 055.0,20-1810SR-MX-298-0937-08000550-0125A-7,125,9.627,33.8628,2.732,26.13124,42.56
34968,879176,080.0 055.0,20-1810SR-MX-298-0937-08000550-0140A-3,140,9.567,33.8786,2.685,26.15399,41.78
34968,879177,080.0 055.0,20-1810SR-MX-298-0937-08000550-0150A-7,150,9.536,33.8859,2.657,26.165129999999998,41.31
34968,879178,080.0 055.0,20-1810SR-MX-298-0937-08000550-0170A-3,170,9.272,33.9565,2.443,26.263840000000002,37.78
34968,879179,080.0 055.0,20-1810SR-MX-298-0937-08000550-0200A-3,200,9.019,34.026,2.022,26.359609999999996,31.1
34968,879180,080.0 055.0,20-1810SR-MX-298-0937-08000550-0230A-3,230,8.868,34.0729,1.9,26.421120000000002,29.13
34968,879181,080.0 055.0,20-1810SR-MX-298-0937-08000550-0250A-7,250,8.775,34.1022,1.743,26.45925,26.67
34968,879182,080.0 055.0,20-1810SR-MX-298-0937-08000550-0270A-3,270,8.599,34.1258,1.583,26.5056,24.13
34968,879183,080.0 055.0,20-1810SR-MX-298-0937-08000550-0300A-7,300,8.254,34.1462,1.395,26.57487,21.1
34968,879184,080.0 055.0,20-1810SR-MX-298-0937-08000550-0321A-3,321,8.045,34.1644,1.174,26.62087,17.68
34968,879185,080.0 055.0,20-1810SR-MX-298-0937-08000550-0380A-3,380,7.347,34.1895,0.894,26.74254,13.25
34968,879186,080.0 055.0,20-1810SR-MX-298-0937-08000550-0400A-7,400,7.148,34.1696,0.928,26.75498,13.69
34968,879187,080.0 055.0,20-1810SR-MX-298-0937-08000550-0440A-3,440,6.692,34.1469,0.911,26.799570000000003,13.29
34968,879188,080.0 055.0,20-1810SR-MX-298-0937-08000550-0500A-7,500,6.244,34.157,0.73,26.867040000000003,10.54
34968,879189,080.0 055.0,20-1810SR-MX-298-0937-08000550-0516A-3,516,6.018,34.1459,0.707,26.88702,10.15
34969,879190,080.0 060.0,20-1810SR-PR-298-1536-08000600-0000A-7,0,17.039,33.6685,5.557,24.48426,100.9
34969,879191,080.0 060.0,20-1810SR-PR-298-1536-08000600-0003A-3,3,17.039,33.6685,5.557,24.48449,100.89
34969,879192,080.0 060.0,20-1810SR-PR-298-1536-08000600-0007A-3,7,17.038,33.6695,5.526,24.4858,100.33
34969,879193,080.0 060.0,20-1810SR-PR-298-1536-08000600-0009A-3,9,17.038,33.6692,5.558,24.48573,100.91
34969,879194,080.0 060.0,20-1810SR-PR-298-1536-08000600-0009B-6,9,17.038,33.6642,,24.4819,
34969,879195,080.0 060.0,20-1810SR-PR-298-1536-08000600-0010B-7,10,17.038,33.6665,5.529,24.483729999999998,100.38
34969,879196,080.0 060.0,20-1810SR-PR-298-1536-08000600-0016A-3,16,17.033,33.6707,5.524,24.4886,100.28
34969,879197,080.0 060.0,20-1810SR-PR-298-1536-08000600-0020A-7,20,17.037,33.6664,5.521,24.48466,100.23
34969,879198,080.0 060.0,20-1810SR-PR-298-1536-08000600-0028A-3,28,16.995,33.6669,5.527,24.49556,100.26
34969,879199,080.0 060.0,20-1810SR-PR-298-1536-08000600-0028B-6,27,16.995,33.6637,,24.4931,
34969,879200,080.0 060.0,20-1810SR-PR-298-1536-08000600-0030B-7,30,16.915,33.6673,5.503,24.51481,99.66
34969,879201,080.0 060.0,20-1810SR-PR-298-1536-08000600-0036A-3,36,16.38,33.6282,5.543,24.609389999999998,99.31
34969,879202,080.0 060.0,20-1810SR-PR-298-1536-08000600-0044A-3,44,13.217,33.5495,4.851,25.2291,81.47
34969,879203,080.0 060.0,20-1810SR-PR-298-1536-08000600-0050A-7,50,12.292,33.4936,4.924,25.366870000000002,81.09
34969,879204,080.0 060.0,20-1810SR-PR-298-1536-08000600-0051A-3,51,12.134,33.4939,4.815,25.39719,79.03
34969,879205,080.0 060.0,20-1810SR-PR-298-1536-08000600-0060A-3,60,11.443,33.5941,4.028,25.60395,65.19
34969,879206,080.0 060.0,20-1810SR-PR-298-1536-08000600-0070A-3,70,11.087,33.617,3.866,25.68658,62.09
34969,879207,080.0 060.0,20-1810SR-PR-298-1536-08000600-0075A-7,75,10.99,33.6315,3.776,25.715410000000002,60.53
34969,879208,080.0 060.0,20-1810SR-PR-298-1536-08000600-0086A-3,86,10.184,33.7386,3.191,25.93962,50.3
34969,879209,080.0 060.0,20-1810SR-PR-298-1536-08000600-0100A-7,100,9.996,33.779,3.089,26.00348,48.49
34969,879210,080.0 060.0,20-1810SR-PR-298-1536-08000600-0101A-3,101,9.86,33.7804,3.055,26.02739,47.82
34969,879211,080.0 060.0,20-1810SR-PR-298-1536-08000600-0120A-3,120,9.59,33.8937,2.637,26.161279999999998,41.06
34969,879212,080.0 060.0,20-1810SR-PR-298-1536-08000600-0125A-7,125,9.506,33.9178,2.538,26.19405,39.45
34969,879213,080.0 060.0,20-1810SR-PR-298-1536-08000600-0141A-3,141,9.394,33.9332,2.449,26.224890000000002,37.97
34969,879214,080.0 060.0,20-1810SR-PR-298-1536-08000600-0150A-7,150,9.301,33.9485,2.411,26.2522,37.31
34969,879215,080.0 060.0,20-1810SR-PR-298-1536-08000600-0171A-3,171,9.112,34.0166,2.129,26.3365,32.82
34969,879216,080.0 060.0,20-1810SR-PR-298-1536-08000600-0200A-3,200,8.994,34.045,2.031,26.37844,31.23
34969,879217,080.0 060.0,20-1810SR-PR-298-1536-08000600-0231A-3,231,8.416,34.1016,1.677,26.513270000000002,25.46
34969,879218,080.0 060.0,20-1810SR-PR-298-1536-08000600-0250A-7,250,8.274,34.1051,1.664,26.538040000000002,25.18
34969,879219,080.0 060.0,20-1810SR-PR-298-1536-08000600-0270A-3,270,8.091,34.1054,1.599,26.56617,24.09
34969,879220,080.0 060.0,20-1810SR-PR-298-1536-08000600-0300A-7,300,7.909,34.1435,1.305,26.623759999999997,19.59
34969,879221,080.0 060.0,20-1810SR-PR-298-1536-08000600-0321A-3,321,7.85,34.1741,1.01,26.657040000000002,15.14
34969,879222,080.0 060.0,20-1810SR-PR-298-1536-08000600-0381A-3,381,7.186,34.1693,0.945,26.749,13.95
34969,879223,080.0 060.0,20-1810SR-PR-298-1536-08000600-0400A-7,400,7.201,34.1991,0.802,26.77092,11.84
34969,879224,080.0 060.0,20-1810SR-PR-298-1536-08000600-0440A-3,440,6.578,34.1756,0.73,26.83721,10.62
34969,879225,080.0 060.0,20-1810SR-PR-298-1536-08000600-0500A-7,500,6.4,34.2286,0.513,26.90365,7.44
34969,879226,080.0 060.0,20-1810SR-PR-298-1536-08000600-0516A-3,516,6.346,34.2377,0.453,26.918159999999997,6.56
34970,879227,080.0 070.0,20-1810SR-MX-298-2026-08000700-0000A-7,0,17.888,33.6486,5.485,24.265629999999998,101.22
34970,879228,080.0 070.0,20-1810SR-MX-298-2026-08000700-0003A-3,3,17.888,33.6486,5.485,24.26587,101.22
34970,879229,080.0 070.0,20-1810SR-MX-298-2026-08000700-0010A-3,10,17.883,33.6484,5.461,24.26752,100.77
34970,879230,080.0 070.0,20-1810SR-MX-298-2026-08000700-0010B-6,9,17.883,33.6469,,24.2664,
34970,879231,080.0 070.0,20-1810SR-MX-298-2026-08000700-0020B-7,20,17.853,33.65,5.454,24.27686,100.58
34970,879232,080.0 070.0,20-1810SR-MX-298-2026-08000700-0025A-3,25,17.836,33.6477,5.466,24.27964,100.76
34970,879233,080.0 070.0,20-1810SR-MX-298-2026-08000700-0030A-7,30,17.837,33.6493,5.442,24.281029999999998,100.32
34970,879234,080.0 070.0,20-1810SR-MX-298-2026-08000700-0041A-3,41,16.407,33.6319,5.535,24.6064,99.17
34970,879235,080.0 070.0,20-1810SR-MX-298-2026-08000700-0050A-7,50,14.624,33.3977,5.627,24.82161,97.2
34970,879236,080.0 070.0,20-1810SR-MX-298-2026-08000700-0051A-3,51,14.095,33.3988,5.472,24.93388,93.49
34970,879237,080.0 070.0,20-1810SR-MX-298-2026-08000700-0051B-6,50,14.095,33.3974,,24.9328,
34970,879238,080.0 070.0,20-1810SR-MX-298-2026-08000700-0063A-3,63,12.54,33.4351,5.029,25.27455,83.22
34970,879239,080.0 070.0,20-1810SR-MX-298-2026-08000700-0075A-7,75,11.79,33.5119,4.532,25.47684,73.85
34970,879240,080.0 070.0,20-1810SR-MX-298-2026-08000700-0076A-3,76,11.586,33.5099,4.46,25.51303,72.36
34970,879241,080.0 070.0,20-1810SR-MX-298-2026-08000700-0088A-3,88,11.018,33.5209,4.367,25.624879999999997,69.99
34970,879242,080.0 070.0,20-1810SR-MX-298-2026-08000700-0100A-7,100,10.48,33.5877,4.039,25.77176,64.01
34970,879243,080.0 070.0,20-1810SR-MX-298-2026-08000700-0101A-3,101,10.463,33.5865,4.053,25.7738,64.2
34970,879244,080.0 070.0,20-1810SR-MX-298-2026-08000700-0113A-3,113,9.953,33.6813,3.66,25.934910000000002,57.37
34970,879245,080.0 070.0,20-1810SR-MX-298-2026-08000700-0125A-7,125,9.613,33.7768,3.403,26.06631,52.97
34970,879246,080.0 070.0,20-1810SR-MX-298-2026-08000700-0126A-3,126,9.642,33.7677,3.432,26.054479999999998,53.45
34970,879247,080.0 070.0,20-1810SR-MX-298-2026-08000700-0141A-3,141,9.392,33.8031,3.358,26.12345,52.02
34970,879248,080.0 070.0,20-1810SR-MX-298-2026-08000700-0150A-7,150,9.264,33.8529,3.228,26.18335,49.88
34970,879249,080.0 070.0,20-1810SR-MX-298-2026-08000700-0171A-3,171,8.709,33.9432,2.672,26.34222,40.8
34970,879250,080.0 070.0,20-1810SR-MX-298-2026-08000700-0200A-3,200,8.527,34.0213,2.235,26.43238,34.0
34970,879251,080.0 070.0,20-1810SR-MX-298-2026-08000700-0230A-3,230,8.258,34.0728,1.784,26.514459999999996,26.98
34970,879252,080.0 070.0,20-1810SR-MX-298-2026-08000700-0250A-7,250,8.255,34.1375,1.449,26.56632,21.92
34970,879253,080.0 070.0,20-1810SR-MX-298-2026-08000700-0270A-3,270,7.955,34.1341,1.377,26.60874,20.69
34970,879254,080.0 070.0,20-1810SR-MX-298-2026-08000700-0300A-7,300,7.757,34.1786,1.059,26.67343,15.84
34970,879255,080.0 070.0,20-1810SR-MX-298-2026-08000700-0320A-3,320,7.195,34.1445,1.168,26.726570000000002,17.24
34970,879256,080.0 070.0,20-1810SR-MX-298-2026-08000700-0380A-3,380,6.964,34.209,0.676,26.8106,9.93
34970,879257,080.0 070.0,20-1810SR-MX-298-2026-08000700-0400A-7,400,6.855,34.2248,0.617,26.838279999999997,9.04
34970,879258,080.0 070.0,20-1810SR-MX-298-2026-08000700-0439A-3,439,6.373,34.2157,0.536,26.89545,7.77
34970,879259,080.0 070.0,20-1810SR-MX-298-2026-08000700-0500A-7,500,6.116,34.2637,0.381,26.96752,5.49
34970,879260,080.0 070.0,20-1810SR-MX-298-2026-08000700-0515A-3,515,6.045,34.2765,0.337,26.98688,4.85
34971,879261,080.0 080.0,20-1810SR-MX-299-0251-08000800-0000A-7,0,16.719,33.253,5.667,24.24035,102.0
34971,879262,080.0 080.0,20-1810SR-MX-299-0251-08000800-0002A-3,2,16.719,33.253,5.667,24.2405,101.99
34971,879263,080.0 080.0,20-1810SR-MX-299-0251-08000800-0010A-3,10,16.721,33.2484,5.674,24.2371,102.12
34971,879264,080.0 080.0,20-1810SR-MX-299-0251-08000800-0010B-6,10,16.721,33.2459,,24.2352,
34971,879265,080.0 080.0,20-1810SR-MX-299-0251-08000800-0020A-3,20,16.717,33.2555,5.673,24.244229999999998,102.09
34971,879266,080.0 080.0,20-1810SR-MX-299-0251-08000800-0030A-3,30,16.346,33.2464,5.795,24.32345,103.53
34971,879267,080.0 080.0,20-1810SR-MX-299-0251-08000800-0040A-3,40,15.392,33.2168,5.982,24.51535,104.87
34971,879268,080.0 080.0,20-1810SR-MX-299-0251-08000800-0050A-3,50,13.386,33.1084,6.208,24.85427,104.36
34971,879269,080.0 080.0,20-1810SR-MX-299-0251-08000800-0050B-6,50,13.386,33.1086,,24.8544,
34971,879270,080.0 080.0,20-1810SR-MX-299-0251-08000800-0060A-3,60,12.514,33.1102,6.088,25.02751,100.51
34971,879271,080.0 080.0,20-1810SR-MX-299-0251-08000800-0070A-3,70,11.649,33.0619,5.95,25.15302,96.39
34971,879272,080.0 080.0,20-1810SR-MX-299-0251-08000800-0075A-7,75,11.47,33.0461,5.921,25.17365,95.54
34971,879273,080.0 080.0,20-1810SR-MX-299-0251-08000800-0085A-3,85,11.131,33.052,5.741,25.23968,91.97
34971,879274,080.0 080.0,20-1810SR-MX-299-0251-08000800-0100A-3,100,10.815,33.1985,5.363,25.41021,85.4
34971,879275,080.0 080.0,20-1810SR-MX-299-0251-08000800-0120A-3,120,9.614,33.3056,5.088,25.697689999999998,78.96
34971,879276,080.0 080.0,20-1810SR-MX-299-0251-08000800-0125A-7,125,9.945,33.4932,4.916,25.789839999999998,76.94
34971,879277,080.0 080.0,20-1810SR-MX-299-0251-08000800-0140A-3,140,9.992,33.6764,4.335,25.9256,68.0
34971,879278,080.0 080.0,20-1810SR-MX-299-0251-08000800-0150A-7,150,10.011,33.774,4.291,25.999,67.38
34971,879279,080.0 080.0,20-1810SR-MX-299-0251-08000800-0170A-3,170,9.494,33.8772,3.874,26.16591,60.17
34971,879280,080.0 080.0,20-1810SR-MX-299-0251-08000800-0200A-3,200,8.794,33.9498,3.463,26.335179999999998,52.97
34971,879281,080.0 080.0,20-1810SR-MX-299-0251-08000800-0230A-3,230,8.042,33.9782,2.87,26.472279999999998,43.17
34971,879282,080.0 080.0,20-1810SR-MX-299-0251-08000800-0250A-7,250,7.878,33.9977,2.729,26.512220000000003,40.9
34971,879283,080.0 080.0,20-1810SR-MX-299-0251-08000800-0270A-3,270,7.586,34.0131,2.338,26.56693,34.8
34971,879284,080.0 080.0,20-1810SR-MX-299-0251-08000800-0300A-7,300,7.311,34.0234,2.097,26.614590000000003,31.02
34971,879285,080.0 080.0,20-1810SR-MX-299-0251-08000800-0320A-3,320,6.984,34.0349,1.854,26.669109999999996,27.22
34971,879286,080.0 080.0,20-1810SR-MX-299-0251-08000800-0381A-3,381,7.064,34.1837,0.749,26.777079999999998,11.03
34971,879287,080.0 080.0,20-1810SR-MX-299-0251-08000800-0400A-7,400,6.803,34.1683,0.758,26.800690000000003,11.09
34971,879288,080.0 080.0,20-1810SR-MX-299-0251-08000800-0440A-3,440,6.337,34.1812,0.594,26.87286,8.6
34971,879289,080.0 080.0,20-1810SR-MX-299-0251-08000800-0500A-7,500,5.804,34.206,0.435,26.96055,6.22
34971,879290,080.0 080.0,20-1810SR-MX-299-0251-08000800-0516A-3,516,5.738,34.2265,0.389,26.98515,5.55
34972,879291,080.0 090.0,20-1810SR-MX-299-0912-08000900-0000A-7,0,17.553,33.3403,5.573,24.110429999999997,102.0
34972,879292,080.0 090.0,20-1810SR-MX-299-0912-08000900-0002A-3,2,17.553,33.3403,5.573,24.11059,102.0
34972,879293,080.0 090.0,20-1810SR-MX-299-0912-08000900-0010A-3,10,17.555,33.3446,5.552,24.11405,101.62
34972,879294,080.0 090.0,20-1810SR-MX-299-0912-08000900-0020A-3,20,17.255,33.314,5.586,24.16291,101.63
34972,879295,080.0 090.0,20-1810SR-MX-299-0912-08000900-0030A-3,30,16.522,33.1848,5.867,24.235770000000002,105.13
34972,879296,080.0 090.0,20-1810SR-MX-299-0912-08000900-0040A-3,40,16.503,33.2458,5.79,24.28772,103.76
34972,879297,080.0 090.0,20-1810SR-MX-299-0912-08000900-0050A-3,50,16.218,33.2574,5.789,24.36255,103.16
34972,879298,080.0 090.0,20-1810SR-MX-299-0912-08000900-0060A-3,60,15.648,33.2627,5.885,24.49545,103.66
34972,879299,080.0 090.0,20-1810SR-MX-299-0912-08000900-0070A-3,70,15.855,33.4237,5.955,24.57379,105.45
34972,879300,080.0 090.0,20-1810SR-MX-299-0912-08000900-0075A-7,75,15.865,33.6939,5.893,24.77971,104.55
34972,879301,080.0 090.0,20-1810SR-MX-299-0912-08000900-0085A-3,85,14.896,33.6243,5.851,24.940260000000002,101.76
34972,879302,080.0 090.0,20-1810SR-MX-299-0912-08000900-0100A-3,100,14.6,33.6745,5.648,25.04339,97.67
34972,879303,080.0 090.0,20-1810SR-MX-299-0912-08000900-0120A-3,120,13.316,33.8462,5.327,25.44313,89.81
